holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,hour,day_of_week,weekend,hour_sin,hour_cos,is_clear,has_rain,weather_Clear,weather_Clouds,weather_Drizzle,weather_Fog,weather_Haze,weather_Mist,weather_Rain,weather_Smoke,weather_Snow,weather_Squall,weather_Thunderstorm,temp_scaled,traffic_volume_scaled,congestion_category
,271.37,0.0,0.0,64,Clouds,broken clouds,2013-11-30 10:00:00,3358,10,5,1,0.49999999999999994,-0.8660254037844387,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.7781335963467024,0.04951390090721882,Medium
,273.72,0.0,0.0,64,Clouds,broken clouds,2013-11-30 11:00:00,3699,11,5,1,0.258819045102521,-0.9659258262890682,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.5932444949153586,0.22113333458659085,Medium
,275.33,0.0,0.0,64,Clouds,broken clouds,2013-11-30 12:00:00,4165,12,5,1,1.2246467991473532e-16,-1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.4665757913815489,0.4556631178551755,Medium
,276.51,0.0,0.0,64,Clouds,broken clouds,2013-11-30 13:00:00,4187,13,5,1,-0.2588190451025208,-0.9659258262890683,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.3737378595990022,0.4667353393828769,Medium
,276.93,0.0,0.0,64,Clouds,broken clouds,2013-11-30 14:00:00,4566,14,5,1,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.34069384998148444,0.6574795193373696,Medium
,277.09,0.0,0.0,64,Clouds,broken clouds,2013-11-30 15:00:00,4846,15,5,1,-0.7071067811865471,-0.7071067811865479,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.3281056558414807,0.7983987024172059,Medium
,276.13,0.0,0.0,64,Clouds,broken clouds,2013-11-30 16:00:00,4744,16,5,1,-0.8660254037844384,-0.5000000000000004,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.4036348206815167,0.7470638571524084,Medium
,275.58,0.0,0.0,90,Clouds,overcast clouds,2013-11-30 17:00:00,4609,17,5,1,-0.9659258262890683,-0.25881904510252063,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.44690673803778913,0.6791206795960587,Medium
,274.59,0.0,0.0,64,Clouds,broken clouds,2013-11-30 18:00:00,4244,18,5,1,-1.0,-1.8369701987210297e-16,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.5247961892790787,0.4954224587955579,Medium
,274.27,0.0,0.0,64,Clouds,broken clouds,2013-11-30 19:00:00,3532,19,5,1,-0.9659258262890684,0.2588190451025203,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.5499725775590907,0.1370851075354028,Medium
,273.16,0.0,0.0,64,Clouds,broken clouds,2013-11-30 20:00:00,2896,20,5,1,-0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.6373031744053808,-0.18300275117451104,Medium
,272.51,0.0,0.0,64,Clouds,broken clouds,2013-11-30 21:00:00,2603,21,5,1,-0.7071067811865477,0.7071067811865474,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.6884427130991589,-0.3304646106116254,Medium
,272.44,0.0,0.0,64,Clouds,broken clouds,2013-11-30 22:00:00,2870,22,5,1,-0.5000000000000004,0.8660254037844384,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.693950048035411,-0.19608810388906725,Medium
,271.72,0.0,0.0,64,Clouds,broken clouds,2013-11-30 23:00:00,3345,23,5,1,-0.25881904510252157,0.9659258262890681,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.750596921665437,0.04297122454994071,Medium
,271.14,0.0,0.0,64,Clouds,broken clouds,2013-12-01 00:00:00,1335,0,6,1,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.7962291254229629,-0.9686271968445982,Medium
,269.92,0.0,0.0,64,Clouds,broken clouds,2013-12-01 01:00:00,787,1,6,1,0.25881904510252074,0.9659258262890683,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.8922141057405084,-1.2444261694437064,Low
,269.24,0.0,0.0,64,Clouds,broken clouds,2013-12-01 02:00:00,692,2,6,1,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.9457139308355356,-1.292238035131508,Low
,268.35,0.0,0.0,64,Clouds,broken clouds,2013-12-01 03:00:00,367,3,6,1,0.7071067811865475,0.7071067811865476,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.0157357607393194,-1.4558049440634608,Low
,266.84,0.0,0.0,64,Mist,mist,2013-12-01 04:00:00,296,4,6,1,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.1345368429356324,-1.4915380226301336,Low
,266.68,0.0,0.0,64,Mist,mist,2013-12-01 05:00:00,475,5,6,1,0.9659258262890683,0.25881904510252074,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.147125037075636,-1.4014504020183811,Low
,266.07,0.0,0.0,64,Mist,mist,2013-12-01 06:00:00,780,6,6,1,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.195117527234411,-1.2479491490207022,Low
,264.69,0.0,0.0,64,Mist,mist,2013-12-01 07:00:00,1093,7,6,1,0.9659258262890683,-0.25881904510252063,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.3036907016919648,-1.0904216336493138,Low
,264.52,0.0,0.0,64,Mist,mist,2013-12-01 08:00:00,1675,8,6,1,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.3170656579657227,-0.7975110459619399,Medium
,265.74,0.0,0.0,64,Mist,mist,2013-12-01 09:00:00,2646,9,6,1,0.7071067811865476,-0.7071067811865475,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.2210806776481726,-0.3088234503529363,Medium
,269.23,0.0,0.0,64,Mist,mist,2013-12-01 10:00:00,3914,10,6,1,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9465006929692853,0.32933913588003655,Medium
,271.21,0.0,0.0,64,Clouds,broken clouds,2013-12-01 11:00:00,4130,11,6,1,0.258819045102521,-0.9659258262890682,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.7907217904867108,0.438048219970196,Medium
,272.65,0.0,0.0,64,Clouds,broken clouds,2013-12-01 12:00:00,3935,12,6,1,1.2246467991473532e-16,-1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.6774280432266545,0.3399080746110243,Medium
,273.35,0.0,0.0,64,Clouds,broken clouds,2013-12-01 13:00:00,4332,13,6,1,-0.2588190451025208,-0.9659258262890683,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.6223546938641235,0.5397113449063635,Medium
,273.95,0.0,0.0,64,Clouds,broken clouds,2013-12-01 14:00:00,4499,14,6,1,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.5751489658391027,0.6237595719575516,Medium
,274.23,0.0,0.0,64,Clouds,broken clouds,2013-12-01 15:00:00,4490,15,6,1,-0.7071067811865471,-0.7071067811865479,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.5531196260940894,0.6192300267871284,Medium
,273.71,0.0,0.0,64,Clouds,broken clouds,2013-12-01 16:00:00,4963,16,6,1,-0.8660254037844384,-0.5000000000000004,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.5940312570491127,0.8572827896327089,High
,271.91,0.0,0.0,64,Clouds,broken clouds,2013-12-01 17:00:00,4412,17,6,1,-0.9659258262890683,-0.25881904510252063,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.7356484411241797,0.5799739686434596,Medium
,271.56,0.0,0.0,64,Clouds,broken clouds,2013-12-01 18:00:00,4132,18,6,1,-1.0,-1.8369701987210297e-16,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.7631851158054452,0.4390547855636234,Medium
,270.67,0.0,0.0,64,Clouds,broken clouds,2013-12-01 19:00:00,3472,19,6,1,-0.9659258262890684,0.2588190451025203,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.833206945709229,0.10688813973258074,Medium
,268.8,0.0,0.0,64,Mist,mist,2013-12-01 20:00:00,2975,20,6,1,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9803314647205527,-0.14324341023412865,Medium
,268.28,0.0,0.0,64,Mist,mist,2013-12-01 21:00:00,2354,21,6,1,-0.7071067811865477,0.7071067811865474,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.021243095675576,-0.455782026993337,Medium
,268.69,0.0,0.0,64,Mist,mist,2013-12-01 22:00:00,1523,22,6,1,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.988985848191808,-0.8740100310624225,Medium
,269.46,0.0,0.0,64,Mist,mist,2013-12-01 23:00:00,948,23,6,1,-0.25881904510252157,0.9659258262890681,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.9284051638930293,-1.1633976391728005,Low
,270.24,0.0,0.0,64,Clouds,broken clouds,2013-12-02 00:00:00,518,0,0,0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.8670377174604964,-1.3798092417596919,Low
,271.01,0.0,0.0,64,Clouds,broken clouds,2013-12-02 01:00:00,324,1,0,0,0.25881904510252074,0.9659258262890683,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.8064570331617177,-1.4774461043221498,Low
,271.5,0.0,0.0,64,Clouds,broken clouds,2013-12-02 02:00:00,243,2,0,0,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.7679056886079477,-1.5182120108559598,Low
,271.48,0.0,0.0,64,Clouds,broken clouds,2013-12-02 03:00:00,325,3,0,0,0.7071067811865475,0.7071067811865476,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.7694792128754471,-1.4769428215254363,Low
,271.8,0.0,0.0,64,Haze,haze,2013-12-02 04:00:00,814,4,0,0,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.7443028245954351,-1.2308375339324364,Low
,271.8,0.0,0.0,64,Snow,light snow,2013-12-02 04:00:00,814,4,0,0,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.7443028245954351,-1.2308375339324364,Low
,271.3,0.0,0.0,64,Mist,mist,2013-12-02 05:00:00,2726,5,0,0,0.9659258262890683,0.25881904510252074,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.7836409312829546,-0.2685608266158402,Medium
,271.18,0.0,0.0,64,Mist,mist,2013-12-02 06:00:00,5698,6,0,0,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.7930820768879597,1.2271956452172792,High
,271.7,0.0,0.0,64,Clouds,broken clouds,2013-12-02 07:00:00,6277,7,0,0,0.9659258262890683,-0.25881904510252063,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.7521704459329408,1.518596384514512,High
,271.97,0.0,0.0,64,Mist,mist,2013-12-02 08:00:00,6076,8,0,0,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.7309278683216772,1.4174365423750581,High
,271.97,0.0,0.0,64,Snow,light snow,2013-12-02 08:00:00,6076,8,0,0,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.7309278683216772,1.4174365423750581,High
,272.35,0.0,0.0,64,Snow,light snow,2013-12-02 09:00:00,5104,9,0,0,0.7071067811865476,-0.7071067811865475,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.7010309072391626,0.9282456639693407,High
,274.11,0.0,0.0,90,Snow,light snow,2013-12-02 10:00:00,4455,10,0,0,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.5625607716990945,0.6016151289021487,Medium
,274.11,0.0,0.0,90,Mist,mist,2013-12-02 10:00:00,4455,10,0,0,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.5625607716990945,0.6016151289021487,Medium
,274.81,0.0,0.0,64,Haze,haze,2013-12-02 11:00:00,4584,11,0,0,0.258819045102521,-0.9659258262890682,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.5074874223365679,0.6665386096782162,Medium
,274.81,0.0,0.0,64,Mist,mist,2013-12-02 11:00:00,4584,11,0,0,0.258819045102521,-0.9659258262890682,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.5074874223365679,0.6665386096782162,Medium
,275.42,0.0,0.0,64,Haze,haze,2013-12-02 12:00:00,4751,12,0,0,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.4594949321777929,0.7505868367294043,Medium
,276.04,0.0,0.0,64,Haze,haze,2013-12-02 13:00:00,4818,13,0,0,-0.2588190451025208,-0.9659258262890683,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.41071567988526825,0.7843067841092223,Medium
,275.63,0.25,0.0,64,Rain,light rain,2013-12-02 14:00:00,5252,14,0,0,-0.4999999999999997,-0.8660254037844388,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.4429729273690363,1.0027315178829685,High
,275.63,0.25,0.0,64,Haze,haze,2013-12-02 14:00:00,5252,14,0,0,-0.4999999999999997,-0.8660254037844388,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.4429729273690363,1.0027315178829685,High
,274.46,1.02,0.0,64,Rain,moderate rain,2013-12-02 15:00:00,5655,15,0,0,-0.7071067811865471,-0.7071067811865479,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.5350240970178334,1.20555448495859,High
,274.46,1.02,0.0,64,Snow,light snow,2013-12-02 15:00:00,5655,15,0,0,-0.7071067811865471,-0.7071067811865479,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.5350240970178334,1.20555448495859,High
,274.46,1.02,0.0,64,Mist,mist,2013-12-02 15:00:00,5655,15,0,0,-0.7071067811865471,-0.7071067811865479,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.5350240970178334,1.20555448495859,High
,274.0,0.64,0.0,64,Rain,light rain,2013-12-02 16:00:00,4895,16,0,0,-0.8660254037844384,-0.5000000000000004,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.5712151551703498,0.8230595594561773,Medium
,274.0,0.64,0.0,64,Snow,snow,2013-12-02 16:00:00,4895,16,0,0,-0.8660254037844384,-0.5000000000000004,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.5712151551703498,0.8230595594561773,Medium
,274.0,0.64,0.0,64,Fog,fog,2013-12-02 16:00:00,4895,16,0,0,-0.8660254037844384,-0.5000000000000004,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.5712151551703498,0.8230595594561773,Medium
,274.0,0.64,0.0,64,Mist,mist,2013-12-02 16:00:00,4895,16,0,0,-0.8660254037844384,-0.5000000000000004,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.5712151551703498,0.8230595594561773,Medium
,274.04,0.25,0.0,64,Rain,light rain,2013-12-02 17:00:00,4795,17,0,0,-0.9659258262890683,-0.25881904510252063,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.5680681066353466,0.7727312797848072,Medium
,274.04,0.25,0.0,64,Snow,heavy snow,2013-12-02 17:00:00,4795,17,0,0,-0.9659258262890683,-0.25881904510252063,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.5680681066353466,0.7727312797848072,Medium
,274.04,0.25,0.0,64,Mist,mist,2013-12-02 17:00:00,4795,17,0,0,-0.9659258262890683,-0.25881904510252063,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.5680681066353466,0.7727312797848072,Medium
,274.04,0.25,0.0,64,Fog,fog,2013-12-02 17:00:00,4795,17,0,0,-0.9659258262890683,-0.25881904510252063,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.5680681066353466,0.7727312797848072,Medium
,274.07,1.02,0.0,64,Rain,moderate rain,2013-12-02 18:00:00,3611,18,0,0,-1.0,-1.8369701987210297e-16,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.5657078202340976,0.17684444847578518,Medium
,274.07,1.02,0.0,64,Snow,light snow,2013-12-02 18:00:00,3611,18,0,0,-1.0,-1.8369701987210297e-16,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.5657078202340976,0.17684444847578518,Medium
,274.07,1.02,0.0,64,Mist,mist,2013-12-02 18:00:00,3611,18,0,0,-1.0,-1.8369701987210297e-16,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.5657078202340976,0.17684444847578518,Medium
,274.07,1.02,0.0,64,Drizzle,light intensity drizzle,2013-12-02 18:00:00,3611,18,0,0,-1.0,-1.8369701987210297e-16,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.5657078202340976,0.17684444847578518,Medium
,274.06,0.76,0.0,64,Rain,light rain,2013-12-02 19:00:00,2568,19,0,0,-0.9659258262890684,0.2588190451025203,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.5664945823678472,-0.34807950849660496,Medium
,274.06,0.76,0.0,64,Mist,mist,2013-12-02 19:00:00,2568,19,0,0,-0.9659258262890684,0.2588190451025203,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.5664945823678472,-0.34807950849660496,Medium
,274.08,0.38,0.0,64,Rain,light rain,2013-12-02 20:00:00,2217,20,0,0,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.5649210581003479,-0.524731770143114,Medium
,274.08,0.38,0.0,64,Drizzle,light intensity drizzle,2013-12-02 20:00:00,2217,20,0,0,-0.8660254037844386,0.5000000000000001,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.5649210581003479,-0.524731770143114,Medium
,274.08,0.38,0.0,64,Mist,mist,2013-12-02 20:00:00,2217,20,0,0,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.5649210581003479,-0.524731770143114,Medium
,274.08,0.38,0.0,64,Snow,light snow,2013-12-02 20:00:00,2217,20,0,0,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.5649210581003479,-0.524731770143114,Medium
,274.46,0.38,0.0,64,Rain,light rain,2013-12-02 21:00:00,3175,21,0,0,-0.7071067811865477,0.7071067811865474,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.5350240970178334,-0.04258685089138845,Medium
,274.46,0.38,0.0,64,Drizzle,light intensity drizzle,2013-12-02 21:00:00,3175,21,0,0,-0.7071067811865477,0.7071067811865474,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.5350240970178334,-0.04258685089138845,Medium
,274.46,0.38,0.0,64,Mist,mist,2013-12-02 21:00:00,3175,21,0,0,-0.7071067811865477,0.7071067811865474,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.5350240970178334,-0.04258685089138845,Medium
,274.59,0.0,0.0,64,Mist,mist,2013-12-02 22:00:00,2137,22,0,0,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.5247961892790787,-0.5649943938802101,Medium
,274.59,0.0,0.0,64,Drizzle,drizzle,2013-12-02 22:00:00,2137,22,0,0,-0.5000000000000004,0.8660254037844384,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.5247961892790787,-0.5649943938802101,Medium
,274.59,0.0,0.0,64,Rain,light rain,2013-12-02 22:00:00,2137,22,0,0,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.5247961892790787,-0.5649943938802101,Medium
,274.6,0.0,0.0,64,Drizzle,drizzle,2013-12-02 23:00:00,999,23,0,0,-0.25881904510252157,0.9659258262890681,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.5240094271453245,-1.1377302165404017,Low
,274.6,0.0,0.0,64,Mist,mist,2013-12-02 23:00:00,999,23,0,0,-0.25881904510252157,0.9659258262890681,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.5240094271453245,-1.1377302165404017,Low
,274.21,0.0,0.0,64,Mist,mist,2013-12-03 00:00:00,494,0,1,0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.5546931503615932,-1.3918880288808209,Low
,274.21,0.0,0.0,64,Drizzle,light intensity drizzle,2013-12-03 00:00:00,494,0,1,0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.5546931503615932,-1.3918880288808209,Low
,274.21,0.0,0.0,64,Mist,mist,2013-12-03 01:00:00,316,1,1,0,0.25881904510252074,0.9659258262890683,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.5546931503615932,-1.4814723666958596,Low
,274.21,0.0,0.0,64,Drizzle,light intensity drizzle,2013-12-03 01:00:00,316,1,1,0,0.25881904510252074,0.9659258262890683,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.5546931503615932,-1.4814723666958596,Low
,274.44,0.0,0.0,64,Mist,mist,2013-12-03 02:00:00,272,2,1,0,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.5365976212853327,-1.5036168097512623,Low
,274.44,0.0,0.0,64,Rain,light rain,2013-12-03 02:00:00,272,2,1,0,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.5365976212853327,-1.5036168097512623,Low
,274.44,0.0,0.0,64,Mist,mist,2013-12-03 03:00:00,340,3,1,0,0.7071067811865475,0.7071067811865476,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.5365976212853327,-1.4693935795747306,Low
,274.44,0.0,0.0,64,Rain,light rain,2013-12-03 03:00:00,340,3,1,0,0.7071067811865475,0.7071067811865476,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.5365976212853327,-1.4693935795747306,Low
,274.44,0.0,0.0,64,Mist,mist,2013-12-03 04:00:00,818,4,1,0,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.5365976212853327,-1.2288244027455817,Low
,274.44,0.0,0.0,64,Rain,light rain,2013-12-03 04:00:00,818,4,1,0,0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.5365976212853327,-1.2288244027455817,Low
,274.5,0.0,0.0,64,Mist,mist,2013-12-03 05:00:00,2839,5,1,0,0.9659258262890683,0.25881904510252074,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.5318770484828302,-0.211689870587192,Medium
,274.5,0.0,0.0,64,Drizzle,light intensity drizzle,2013-12-03 05:00:00,2839,5,1,0,0.9659258262890683,0.25881904510252074,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.5318770484828302,-0.211689870587192,Medium
,274.56,0.0,0.0,64,Mist,mist,2013-12-03 06:00:00,5551,6,1,0,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.5271564756803276,1.153213074100365,High
,274.56,0.0,0.0,64,Drizzle,light intensity drizzle,2013-12-03 06:00:00,5551,6,1,0,1.0,6.123233995736766e-17,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.5271564756803276,1.153213074100365,High
,274.36,0.51,0.0,64,Rain,light rain,2013-12-03 07:00:00,6020,7,1,0,0.9659258262890683,-0.25881904510252063,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.5428917183553347,1.3892527057590909,High
,274.36,0.51,0.0,64,Mist,mist,2013-12-03 07:00:00,6020,7,1,0,0.9659258262890683,-0.25881904510252063,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.5428917183553347,1.3892527057590909,High
,274.36,0.51,0.0,64,Fog,fog,2013-12-03 07:00:00,6020,7,1,0,0.9659258262890683,-0.25881904510252063,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.5428917183553347,1.3892527057590909,High
,274.36,0.51,0.0,64,Drizzle,drizzle,2013-12-03 07:00:00,6020,7,1,0,0.9659258262890683,-0.25881904510252063,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.5428917183553347,1.3892527057590909,High
,274.44,0.0,0.0,64,Mist,mist,2013-12-03 08:00:00,5945,8,1,0,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.5365976212853327,1.3515064960055632,High
,274.44,0.0,0.0,64,Fog,fog,2013-12-03 08:00:00,5945,8,1,0,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.5365976212853327,1.3515064960055632,High
,274.36,0.0,0.0,64,Mist,mist,2013-12-03 09:00:00,5144,9,1,0,0.7071067811865476,-0.7071067811865475,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.5428917183553347,0.9483769758378887,High
,274.36,0.0,0.0,64,Fog,fog,2013-12-03 09:00:00,5144,9,1,0,0.7071067811865476,-0.7071067811865475,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.5428917183553347,0.9483769758378887,High
,274.42,0.0,0.0,64,Mist,mist,2013-12-03 10:00:00,4524,10,1,0,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.5381711455528321,0.6363416418753941,Medium
,274.42,0.0,0.0,64,Fog,fog,2013-12-03 10:00:00,4524,10,1,0,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.5381711455528321,0.6363416418753941,Medium
,274.42,0.25,0.0,64,Rain,light rain,2013-12-03 11:00:00,4596,11,1,0,0.258819045102521,-0.9659258262890682,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.5381711455528321,0.6725780032387806,Medium
,274.42,0.25,0.0,64,Mist,mist,2013-12-03 11:00:00,4596,11,1,0,0.258819045102521,-0.9659258262890682,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.5381711455528321,0.6725780032387806,Medium
,274.42,0.25,0.0,64,Fog,fog,2013-12-03 11:00:00,4596,11,1,0,0.258819045102521,-0.9659258262890682,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.5381711455528321,0.6725780032387806,Medium
,274.39,0.76,0.0,90,Rain,light rain,2013-12-03 12:00:00,4760,12,1,0,1.2246467991473532e-16,-1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.5405314319540856,0.7551163818998275,Medium
,274.39,0.76,0.0,90,Mist,mist,2013-12-03 12:00:00,4760,12,1,0,1.2246467991473532e-16,-1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.5405314319540856,0.7551163818998275,Medium
,274.39,0.76,0.0,90,Fog,fog,2013-12-03 12:00:00,4760,12,1,0,1.2246467991473532e-16,-1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.5405314319540856,0.7551163818998275,Medium
,274.3,1.27,0.0,64,Rain,moderate rain,2013-12-03 13:00:00,4739,13,1,0,-0.2588190451025208,-0.9659258262890683,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.5476122911578372,0.7445474431688399,Medium
,274.3,1.27,0.0,64,Snow,light rain and snow,2013-12-03 13:00:00,4739,13,1,0,-0.2588190451025208,-0.9659258262890683,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.5476122911578372,0.7445474431688399,Medium
,274.3,1.27,0.0,64,Mist,mist,2013-12-03 13:00:00,4739,13,1,0,-0.2588190451025208,-0.9659258262890683,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.5476122911578372,0.7445474431688399,Medium
,274.3,1.27,0.0,64,Fog,fog,2013-12-03 13:00:00,4739,13,1,0,-0.2588190451025208,-0.9659258262890683,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.5476122911578372,0.7445474431688399,Medium
,274.3,1.27,0.0,64,Drizzle,drizzle,2013-12-03 13:00:00,4739,13,1,0,-0.2588190451025208,-0.9659258262890683,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.5476122911578372,0.7445474431688399,Medium
